snapped_at,price,market_cap,total_volume
2021-07-02 00:00:00 UTC,2.9651955559162668e-05,0.0,615567.0952088392
2021-07-03 00:00:00 UTC,2.9651955559162668e-05,0.0,615567.0952088392
2021-07-04 00:00:00 UTC,2.744588193698672e-05,0.0,383447.1228873495
2021-07-05 00:00:00 UTC,3.459207893836439e-05,0.0,1064259.563974901
2021-07-06 00:00:00 UTC,3.2782616982537704e-05,0.0,1115939.0988580743
2021-07-07 00:00:00 UTC,3.094220398911259e-05,0.0,926292.705107744
2021-07-08 00:00:00 UTC,2.8660061495282126e-05,0.0,837798.9253711216
2021-07-09 00:00:00 UTC,2.6321198987217885e-05,0.0,627193.5692407525
2021-07-10 00:00:00 UTC,2.6279869759930453e-05,0.0,422559.3785674116
2021-07-11 00:00:00 UTC,2.6105341503899336e-05,0.0,329241.2523473749
2021-07-12 00:00:00 UTC,2.6352991755783703e-05,0.0,401842.3561649541
2021-07-13 00:00:00 UTC,2.575793056087565e-05,0.0,377569.492091597
2021-07-14 00:00:00 UTC,2.436619090041437e-05,0.0,419508.32302614657
2021-07-15 00:00:00 UTC,2.653765066639645e-05,0.0,716319.0891760628
2021-07-16 00:00:00 UTC,2.52236756909739e-05,0.0,326895.3588121316
2021-07-17 00:00:00 UTC,2.210751758905756e-05,0.0,287863.66391377244
2021-07-18 00:00:00 UTC,2.2556323551086072e-05,0.0,329789.65998340445
2021-07-19 00:00:00 UTC,2.50740522505572e-05,0.0,555151.9043725869
2021-07-20 00:00:00 UTC,2.33919825413988e-05,0.0,1186209.7161377943
2021-07-21 00:00:00 UTC,2.0088463857672248e-05,0.0,988968.4979642384
2021-07-22 00:00:00 UTC,2.2841403889029846e-05,0.0,727852.1906288816
2021-07-23 00:00:00 UTC,1.993383563454288e-05,0.0,1378523.9305288852
2021-07-24 00:00:00 UTC,1.93954619871887e-05,0.0,1155325.2301888864
2021-07-25 00:00:00 UTC,2.0910121592443743e-05,0.0,1634093.334476123
2021-07-26 00:00:00 UTC,2.190920380063356e-05,0.0,1208499.0154312467
2021-07-27 00:00:00 UTC,2.4393314612559412e-05,0.0,4185544.416603197
2021-07-28 00:00:00 UTC,2.2796927323398307e-05,0.0,2453135.2926077424
2021-07-29 00:00:00 UTC,2.2589550642249144e-05,0.0,1182892.3724148578
2021-07-30 00:00:00 UTC,2.246899385196788e-05,0.0,1003584.1658873062
2021-07-31 00:00:00 UTC,3.4014920344780695e-05,0.0,18409523.92919361
2021-08-01 00:00:00 UTC,3.632026766523328e-05,0.0,5911078.039069159
2021-08-02 00:00:00 UTC,3.344659263753899e-05,0.0,2794334.6424257485
2021-08-03 00:00:00 UTC,4.732767969635792e-05,0.0,18607736.928253826
2021-08-04 00:00:00 UTC,4.377401268396576e-05,0.0,13527073.217013534
2021-08-05 00:00:00 UTC,5.01304225415562e-05,0.0,15360898.296441054
